Year awarded	Year	Author(s)	Author Wikipedia Entry	Won/Nominated	Work	Work Wikipedia Entry	Publisher or publication	Publisher or publication Wikipedia Entry
1983	1983	Dann, Jack	https://en.wikipedia.org/wiki/Jack_Dann	Nominated	"High Steel"	https://en.wikipedia.org/wiki/A_Letter_from_the_Clearys	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1983	1983	Malzberg, Barry N.	https://en.wikipedia.org/wiki/Barry_N._Malzberg	Nominated	"Corridors"		The Engines of the Night	https://en.wikipedia.org/wiki/Doubleday_(publisher)
1983	1983	Silverberg, Robert	https://en.wikipedia.org/wiki/Robert_Silverberg	Nominated	The Pope of the Chimps		Perpetual Light (Warner Books)	https://en.wikipedia.org/wiki/Hachette_Book_Group
1983	1983	Waldrop, Howard	https://en.wikipedia.org/wiki/Howard_Waldrop	Nominated	"God's Hooks!"		Universe 12	https://en.wikipedia.org/wiki/Doubleday_(publisher)
1984	1984	Dozois, Gardner	https://en.wikipedia.org/wiki/Gardner_Dozois	Won	The Peacemaker	https://en.wikipedia.org/w/index.php?title=The_Peacemaker_(short_story)&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1984	1984	Kennedy, Leigh	https://en.wikipedia.org/wiki/Leigh_Kennedy	Nominated	"Her Furry Face"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1984	1984	McDevitt, Jack	https://en.wikipedia.org/wiki/Jack_McDevitt	Nominated	"Cryptic"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1984	1984	Oliver, Chad	https://en.wikipedia.org/wiki/Chad_Oliver	Nominated	"Ghost Town"		Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1984	1984	Schenck, Hilbert	https://en.wikipedia.org/wiki/Hilbert_Schenck	Nominated	The Geometry of Narrative		Analog Science Fact & Fiction	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
1984	1984	Wu, William F.	https://en.wikipedia.org/wiki/William_F._Wu	Nominated	"Wong's Lost and Found Emporium"	https://en.wikipedia.org/wiki/Wong%27s_Lost_and_Found_Emporium	Amazing Stories	https://en.wikipedia.org/wiki/Amazing_Stories
1985	1985	Dozois, Gardner	https://en.wikipedia.org/wiki/Gardner_Dozois	Won	"Morning Child"	https://en.wikipedia.org/wiki/Morning_Child	Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1985	1985	Effinger, George Alec	https://en.wikipedia.org/wiki/George_Alec_Effinger	Nominated	The Aliens Who Knew, I Mean, Everything		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1985	1985	Shepard, Lucius	https://en.wikipedia.org/wiki/Lucius_Shepard	Nominated	"Salvador"	https://en.wikipedia.org/wiki/Salvador_(short_story)	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1985	1985	Sterling, Bruce	https://en.wikipedia.org/wiki/Bruce_Sterling	Nominated	"Sunken Gardens"		Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1985	1985	Wolfe, Gene	https://en.wikipedia.org/wiki/Gene_Wolfe	Nominated	A Cabin on the Coast	https://en.wikipedia.org/wiki/A_Cabin_on_the_Coast	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1985	1985	Zebrowski, George	https://en.wikipedia.org/wiki/George_Zebrowski	Nominated	The Eichmann Variations		Light Years and Dark (Berkley Books)	https://en.wikipedia.org/wiki/Berkley_Books
1986	1986	Kress, Nancy	https://en.wikipedia.org/wiki/Nancy_Kress	Won	"Out of All Them Bright Stars"	https://en.wikipedia.org/w/index.php?title=Out_of_All_Them_Bright_Stars&action=edit&redlink=1	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1986	1986	Blaylock, James	https://en.wikipedia.org/wiki/James_Blaylock	Nominated	"Paper Dragons"		Imaginary Lands (Ace Books)	https://en.wikipedia.org/wiki/Ace_Books
1986	1986	Crowley, John	https://en.wikipedia.org/wiki/John_Crowley	Nominated	"Snow"		Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1986	1986	Dozois, Gardner	https://en.wikipedia.org/wiki/Gardner_Dozois	Nominated	The Gods of Mars		Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1986	1986	Dann, Jack	https://en.wikipedia.org/wiki/Jack_Dann	Nominated	The Gods of Mars	https://en.wikipedia.org/w/index.php?title=Out_of_All_Them_Bright_Stars&action=edit&redlink=1	Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1986	1986	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	The Gods of Mars	https://en.wikipedia.org/w/index.php?title=Out_of_All_Them_Bright_Stars&action=edit&redlink=1	Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1986	1986	Haldeman, Joe	https://en.wikipedia.org/wiki/Joe_Haldeman	Nominated	"More Than the Sum of His Parts"		Playboy	https://en.wikipedia.org/wiki/Playboy
1986	1986	Waldrop, Howard	https://en.wikipedia.org/wiki/Howard_Waldrop	Nominated	"Flying Saucer Rock & Roll"		Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1986	1986	Waldrop, Howard	https://en.wikipedia.org/wiki/Howard_Waldrop	Nominated	"Heirs of the Perisphere"		Playboy	https://en.wikipedia.org/wiki/Playboy
1986	1986	Wu, William F.	https://en.wikipedia.org/wiki/William_F._Wu	Nominated	"Hong's Bluff"		Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1987	1987	Bear, Greg	https://en.wikipedia.org/wiki/Greg_Bear	Won	"Tangents"	https://en.wikipedia.org/w/index.php?title=Tangents_(short_story)&action=edit&redlink=1	Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1987	1987	Asimov, Isaac	https://en.wikipedia.org/wiki/Isaac_Asimov	Nominated	"Robot Dreams"	https://en.wikipedia.org/wiki/Robot_Dreams_(Asimov_short_story)	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1987	1987	Cadigan, Pat	https://en.wikipedia.org/wiki/Pat_Cadigan	Nominated	"Pretty Boy Crossover"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1987	1987	Kelly, James Patrick	https://en.wikipedia.org/wiki/James_Patrick_Kelly	Nominated	"Rat"	https://en.wikipedia.org/wiki/Rat_(short_story)	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1987	1987	Springer, Nancy	https://en.wikipedia.org/wiki/Nancy_Springer	Nominated	The Boy Who Plaited Manes		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1987	1987	Waldrop, Howard	https://en.wikipedia.org/wiki/Howard_Waldrop	Nominated	The Lions Are Asleep This Night		Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1988	1988	Wilhelm, Kate	https://en.wikipedia.org/wiki/Kate_Wilhelm	Won	"Forever Yours, Anna"	https://en.wikipedia.org/w/index.php?title=Forever_Yours,_Anna&action=edit&redlink=1	Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1988	1988	Cadigan, Pat	https://en.wikipedia.org/wiki/Pat_Cadigan	Nominated	"Angel"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1988	1988	Filippo, Paul Di	https://en.wikipedia.org/wiki/Paul_Di_Filippo	Nominated	"Kid Charlemagne"		Amazing Stories	https://en.wikipedia.org/wiki/Amazing_Stories
1988	1988	Fowler, Karen Joy	https://en.wikipedia.org/wiki/Karen_Joy_Fowler	Nominated	The Faithful Companion at Forty		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1988	1988	Goldstein, Lisa	https://en.wikipedia.org/wiki/Lisa_Goldstein	Nominated	"Cassandra's Photographs"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1988	1988	Shwartz, Susan	https://en.wikipedia.org/wiki/Susan_Shwartz	Nominated	"Temple to a Minor Goddess"		Amazing Stories	https://en.wikipedia.org/wiki/Amazing_Stories
1988	1988	Watt-Evans, Lawrence	https://en.wikipedia.org/wiki/Lawrence_Watt-Evans	Nominated	"Why I Left Harry's All-Night Hamburgers"	https://en.wikipedia.org/wiki/Why_I_Left_Harry%27s_All-Night_Hamburgers	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1989	1989	Morrow, James K.	https://en.wikipedia.org/wiki/James_K._Morrow	Won	Bible Stories for Adults, No. 17: The Deluge	https://en.wikipedia.org/w/index.php?title=Bible_Stories_for_Adults,_No._17:_The_Deluge&action=edit&redlink=1	Full Spectrum (Bantam Spectra)	https://en.wikipedia.org/wiki/Full_Spectrum
1989	1989	Disch, Thomas M.	https://en.wikipedia.org/wiki/Thomas_M._Disch	Nominated	"Voices of the Kill"		Full Spectrum (Bantam Spectra)	https://en.wikipedia.org/wiki/Full_Spectrum
1989	1989	Kessel, John	https://en.wikipedia.org/wiki/John_Kessel	Nominated	"Mrs. Shummel Exits a Winner"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1989	1989	McDevitt, Jack	https://en.wikipedia.org/wiki/Jack_McDevitt	Nominated	The Fort Moxie Branch		Full Spectrum (Bantam Spectra)	https://en.wikipedia.org/wiki/Full_Spectrum
1989	1989	Murphy, Pat	https://en.wikipedia.org/wiki/Pat_Murphy_(writer)	Nominated	"Dead Men on TV"		Full Spectrum (Bantam Spectra)	https://en.wikipedia.org/wiki/Full_Spectrum
1989	1989	Popkes, Steven	https://en.wikipedia.org/wiki/Steven_Popkes	Nominated	The Color Winter		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1990	1990	Landis, Geoffrey A.	https://en.wikipedia.org/wiki/Geoffrey_A._Landis	Won	"Ripples in the Dirac Sea"	https://en.wikipedia.org/w/index.php?title=Ripples_in_the_Dirac_Sea&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1990	1990	Aldridge, Mary C.		Nominated	The Adinkra Cloth		Marion Zimmer Bradley's Fantasy Magazine	https://en.wikipedia.org/wiki/Marion_Zimmer_Bradley%27s_Fantasy_Magazine
1990	1990	Bishop, Michael	https://en.wikipedia.org/wiki/Michael_Bishop_(author)	Nominated	The Ommatidium Miniatures		The Microverse	https://en.wikipedia.org/wiki/Bantam_Spectra
1990	1990	Card, Orson Scott	https://en.wikipedia.org/wiki/Orson_Scott_Card	Nominated	"Lost Boys"	https://en.wikipedia.org/wiki/Lost_Boys_(novel)	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1990	1990	Charnas, Suzy McKee	https://en.wikipedia.org/wiki/Suzy_McKee_Charnas	Nominated	"Boobs"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1990	1990	Sterling, Bruce	https://en.wikipedia.org/wiki/Bruce_Sterling	Nominated	"Dori Bangs"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1991	1991	Bisson, Terry	https://en.wikipedia.org/wiki/Terry_Bisson	Won	"Bears Discover Fire"	https://en.wikipedia.org/wiki/Bears_Discover_Fire	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1991	1991	Cadigan, Pat	https://en.wikipedia.org/wiki/Pat_Cadigan	Nominated	The Power and the Passion		Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1991	1991	Fowler, Karen Joy	https://en.wikipedia.org/wiki/Karen_Joy_Fowler	Nominated	"Lieserl"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1991	1991	Murphy, Pat	https://en.wikipedia.org/wiki/Pat_Murphy_(writer)	Nominated	"Love and Sex Among the Invertebrates"		Alien Sex (Dutton Penguin)	https://en.wikipedia.org/wiki/Dutton_Penguin
1991	1991	Robinson, Kim Stanley	https://en.wikipedia.org/wiki/Kim_Stanley_Robinson	Nominated	"Before I Wake"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1991	1991	Rusch, Kristine Kathryn	https://en.wikipedia.org/wiki/Kristine_Kathryn_Rusch	Nominated	"Story Child"		Aboriginal SF
1992	1992	Brennert, Alan	https://en.wikipedia.org/wiki/Alan_Brennert	Won	"Ma Qui"	https://en.wikipedia.org/w/index.php?title=Ma_Qui&action=edit&redlink=1	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1992	1992	Bisson, Terry	https://en.wikipedia.org/wiki/Terry_Bisson	Nominated	"They're Made Out of Meat"	https://en.wikipedia.org/wiki/They%27re_Made_Out_of_Meat	Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1992	1992	Fowler, Karen Joy	https://en.wikipedia.org/wiki/Karen_Joy_Fowler	Nominated	The Dark		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1992	1992	Kessel, John	https://en.wikipedia.org/wiki/John_Kessel	Nominated	"Buffalo"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1992	1992	Soukup, Martha	https://en.wikipedia.org/wiki/Martha_Soukup	Nominated	"Dog's Life"		Amazing Stories	https://en.wikipedia.org/wiki/Amazing_Stories
1992	1992	Stewart, W. Gregory	https://en.wikipedia.org/wiki/W._Gregory_Stewart	Nominated	"The Button, and What You Know"		Amazing Stories	https://en.wikipedia.org/wiki/Amazing_Stories
1993	1993	Willis, Connie	https://en.wikipedia.org/wiki/Connie_Willis	Won	"Even the Queen"	https://en.wikipedia.org/wiki/Even_the_Queen	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1993	1993	Bishop, Michael	https://en.wikipedia.org/wiki/Michael_Bishop_(author)	Nominated	"Life Regarded as a Jigsaw Puzzle of Highly Lustrous Cats"		Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1993	1993	Filippo, Paul Di	https://en.wikipedia.org/wiki/Paul_Di_Filippo	Nominated	"Lennon Spex"		Amazing Stories	https://en.wikipedia.org/wiki/Amazing_Stories
1993	1993	Kress, Nancy	https://en.wikipedia.org/wiki/Nancy_Kress	Nominated	The Mountain to Mohammed		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1993	1993	Robinson, Kim Stanley	https://en.wikipedia.org/wiki/Kim_Stanley_Robinson	Nominated	"Vinland the Dream"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1993	1993	Soukup, Martha	https://en.wikipedia.org/wiki/Martha_Soukup	Nominated	The Arbitrary Placement of Walls		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1994	1994	Haldeman, Joe	https://en.wikipedia.org/wiki/Joe_Haldeman	Won	"Graves"	https://en.wikipedia.org/w/index.php?title=Graves_(short_story)&action=edit&redlink=1	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1994	1994	Ellison, Harlan	https://en.wikipedia.org/wiki/Harlan_Ellison	Nominated	The Man Who Rowed Christopher Columbus Ashore		Omni	https://en.wikipedia.org/wiki/Omni_(magazine)
1994	1994	Friesner, Esther	https://en.wikipedia.org/wiki/Esther_Friesner	Nominated	"All Vows"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1994	1994	Goldstein, Lisa	https://en.wikipedia.org/wiki/Lisa_Goldstein	Nominated	"Alfred"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1994	1994	McKenna, Bridget		Nominated	The Good Pup		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1994	1994	Watkins, William John	https://en.wikipedia.org/wiki/William_John_Watkins	Nominated	The Beggar in the Living Room		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1995	1995	Soukup, Martha	https://en.wikipedia.org/wiki/Martha_Soukup	Won	A Defense of the Social Contracts	https://en.wikipedia.org/w/index.php?title=A_Defense_of_the_Social_Contracts&action=edit&redlink=1	Science Fiction Age
1995	1995	Bova, Ben	https://en.wikipedia.org/wiki/Ben_Bova	Nominated	"Inspiration"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1995	1995	Haldeman, Joe	https://en.wikipedia.org/wiki/Joe_Haldeman	Nominated	"None So Blind"	https://en.wikipedia.org/wiki/None_So_Blind	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1995	1995	Malzberg, Barry N.	https://en.wikipedia.org/wiki/Barry_N._Malzberg	Nominated	"Understanding Entropy"		Science Fiction Age
1995	1995	McHugh, Maureen F.	https://en.wikipedia.org/wiki/Maureen_F._McHugh	Nominated	"Virtual Love"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1995	1995	Wilhelm, Kate	https://en.wikipedia.org/wiki/Kate_Wilhelm	Nominated	"I Know What You're Thinking"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1996	1996	Friesner, Esther	https://en.wikipedia.org/wiki/Esther_Friesner	Won	"Death and the Librarian"	https://en.wikipedia.org/w/index.php?title=Death_and_the_Librarian&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1996	1996	Eskridge, Kelley	https://en.wikipedia.org/wiki/Kelley_Eskridge	Nominated	"Alien Jane"		Century
1996	1996	Goingback, Owl	https://en.wikipedia.org/wiki/Owl_Goingback	Nominated	"Grass Dancer"		Excalibur (Warner Aspect)	https://en.wikipedia.org/wiki/Hachette_Book_Group
1996	1996	Goldstein, Lisa	https://en.wikipedia.org/wiki/Lisa_Goldstein	Nominated	The Narcissus Plague		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1996	1996	Landis, Geoffrey A.	https://en.wikipedia.org/wiki/Geoffrey_A._Landis	Nominated	The Kingdom of Cats and Birds		Science Fiction Age
1996	1996	McHugh, Maureen F.	https://en.wikipedia.org/wiki/Maureen_F._McHugh	Nominated	The Lincoln Train	https://en.wikipedia.org/wiki/The_Lincoln_Train	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1996	1996	Smeds, Dave	https://en.wikipedia.org/wiki/Dave_Smeds	Nominated	"Short Timer"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1997	1997	Friesner, Esther	https://en.wikipedia.org/wiki/Esther_Friesner	Won	A Birthday	https://en.wikipedia.org/w/index.php?title=A_Birthday&action=edit&redlink=1	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1997	1997	Brewster, Kent	https://en.wikipedia.org/wiki/Kent_Brewster	Nominated	"In the Pound, Near Breaktime"	https://en.wikipedia.org/wiki/In_the_Pound,_Near_Breaktime	Tomorrow Speculative Fiction	https://en.wikipedia.org/wiki/Tomorrow_Speculative_Fiction
1997	1997	Goonan, Kathleen Ann	https://en.wikipedia.org/wiki/Kathleen_Ann_Goonan	Nominated	The String		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1997	1997	Lethem, Jonathan	https://en.wikipedia.org/wiki/Jonathan_Lethem	Nominated	"Five Fucks"		The Wall of the Sky, The Wall of the Eye	https://en.wikipedia.org/wiki/Harcourt_(publisher)
1997	1997	Rogers, Bruce Holland	https://en.wikipedia.org/wiki/Bruce_Holland_Rogers	Nominated	"These Shoes Strangers Have Died Of"		Enchanted Forests (DAW Books)	https://en.wikipedia.org/wiki/DAW_Books
1997	1997	Smith, Dean Wesley	https://en.wikipedia.org/wiki/Dean_Wesley_Smith	Nominated	"In the Shade of the Slowboat Man"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
1998	1998	Yolen, Jane	https://en.wikipedia.org/wiki/Jane_Yolen	Won	"Sister Emily's Lightship"	https://en.wikipedia.org/w/index.php?title=Sister_Emily%27s_Lightship&action=edit&redlink=1	Starlight 1 (Tor Books)	https://en.wikipedia.org/wiki/Starlight_(anthology_series)
1998	1998	Feeley, Gregory		Nominated	The Crab Lice		Alternate Tyrants (Tor Books)	https://en.wikipedia.org/wiki/Alternate_Tyrants
1998	1998	Fowler, Karen Joy	https://en.wikipedia.org/wiki/Karen_Joy_Fowler	Nominated	The Elizabeth Complex		Crank!
1998	1998	Kelly, James Patrick	https://en.wikipedia.org/wiki/James_Patrick_Kelly	Nominated	"Itsy Bitsy Spider"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1998	1998	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	The Dead	https://en.wikipedia.org/wiki/The_Dead_(story)	Starlight 1 (Tor Books)	https://en.wikipedia.org/wiki/Starlight_(anthology_series)
1998	1998	Wentworth, K. D.	https://en.wikipedia.org/wiki/K._D._Wentworth	Nominated	"Burning Bright"		Aboriginal SF
1999	1999	Rogers, Bruce Holland	https://en.wikipedia.org/wiki/Bruce_Holland_Rogers	Won	"Thirteen Ways to Water"	https://en.wikipedia.org/w/index.php?title=Thirteen_Ways_to_Water&action=edit&redlink=1	Black Cats and Broken Mirrors (DAW Books)	https://en.wikipedia.org/wiki/DAW_Books
1999	1999	Brust, Steven	https://en.wikipedia.org/wiki/Steven_Brust	Nominated	"When the Bow Breaks"		The Essential Bordertown	https://en.wikipedia.org/wiki/Tor_Books
1999	1999	Fowler, Karen Joy	https://en.wikipedia.org/wiki/Karen_Joy_Fowler	Nominated	"Standing Room Only"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1999	1999	Goldstein, Lisa	https://en.wikipedia.org/wiki/Lisa_Goldstein	Nominated	"Fortune and Misfortune"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1999	1999	Landis, Geoffrey A.	https://en.wikipedia.org/wiki/Geoffrey_A._Landis	Nominated	"Winter Fire"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
1999	1999	Wentworth, K. D.	https://en.wikipedia.org/wiki/K._D._Wentworth	Nominated	"Tall One"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2000	2000	What, Leslie	https://en.wikipedia.org/wiki/Leslie_What	Won	The Cost of Doing Business	https://en.wikipedia.org/w/index.php?title=The_Cost_of_Doing_Business&action=edit&redlink=1	Amazing Stories	https://en.wikipedia.org/wiki/Amazing_Stories
2000	2000	Ash, Constance		Nominated	"Flower Kiss"		Realms of Fantasy	https://en.wikipedia.org/wiki/Realms_of_Fantasy
2000	2000	Rogers, Bruce Holland	https://en.wikipedia.org/wiki/Bruce_Holland_Rogers	Nominated	The Dead Boy at Your Window		North American Review	https://en.wikipedia.org/wiki/North_American_Review
2000	2000	Sherwood, Frances		Nominated	"Basil the Dog"		Atlantic Monthly	https://en.wikipedia.org/wiki/The_Atlantic
2000	2000	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"Radiant Doors"	https://en.wikipedia.org/wiki/Radiant_Doors	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2000	2000	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"Ancient Engines"	https://en.wikipedia.org/wiki/Ancient_Engines	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2001	2001	Bisson, Terry	https://en.wikipedia.org/wiki/Terry_Bisson	Won	"Macs"	https://en.wikipedia.org/wiki/Macs_(short_story)	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2001	2001	Ford, Jeffrey	https://en.wikipedia.org/wiki/Jeffrey_Ford	Nominated	The Fantasy Writer's Assistant		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2001	2001	Klages, Ellen	https://en.wikipedia.org/wiki/Ellen_Klages	Nominated	"Flying Over Water"		Lady Churchill's Rosebud Wristlet	https://en.wikipedia.org/wiki/Lady_Churchill%27s_Rosebud_Wristlet
2001	2001	Park, Severna	https://en.wikipedia.org/wiki/Severna_Park_(writer)	Nominated	The Golem		Black Heart, Ivory Bones (Avon Books)	https://en.wikipedia.org/wiki/Avon_Books
2001	2001	Swanwick, Michael	https://en.wikipedia.org/wiki/Michael_Swanwick	Nominated	"Scherzo with Tyrannosaur"	https://en.wikipedia.org/wiki/Scherzo_with_Tyrannosaur	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2001	2001	York, Pat		Nominated	"You Wandered Off Like a Foolish Child To Break Your Heart and Mine"		Silver Birch, Blood Moon (Avon Books)	https://en.wikipedia.org/wiki/Silver_Birch,_Blood_Moon
2002	2002	Park, Severna	https://en.wikipedia.org/wiki/Severna_Park_(writer)	Won	The Cure for Everything	https://en.wikipedia.org/wiki/The_Cure_for_Everything	Sci Fiction	https://en.wikipedia.org/wiki/Sci_Fiction
2002	2002	Burstein, Michael A.	https://en.wikipedia.org/wiki/Michael_A._Burstein	Nominated	"Kaddish for the Last Survivor"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2002	2002	Resnick, Mike	https://en.wikipedia.org/wiki/Mike_Resnick	Nominated	The Elephants on Neptune		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2002	2002	Smith, Sherwood	https://en.wikipedia.org/wiki/Sherwood_Smith	Nominated	"Mom and Dad at the Home Front"		Realms of Fantasy	https://en.wikipedia.org/wiki/Realms_of_Fantasy
2002	2002	Zebrowski, George	https://en.wikipedia.org/wiki/George_Zebrowski	Nominated	"Wound the Wind"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2003	2003	Emshwiller, Carol	https://en.wikipedia.org/wiki/Carol_Emshwiller	Won	"Creature"	https://en.wikipedia.org/w/index.php?title=Creature_(short_story)&action=edit&redlink=1	The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2003	2003	Ford, Jeffrey	https://en.wikipedia.org/wiki/Jeffrey_Ford	Nominated	"Creation"		The Magazine of Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
